Country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
New Zealand,0.776020968172,0.758093587545,0.759962994811,0.87503215685,1.21960764036,1.70774791995,0.790548783912,1.29125175155,1.33518727084,1.1116245892,1.12761209185,1.43051806494,1.7549591315,1.46252327988,1.68410995242,0.955729709875,1.44335326984,0.904136316218,0.264168692021,0.537449916466,0.714043997971
Solomon Islands,1.60970658407,0.710657904515,0.684761481109,1.67603392569,3.44226797672,2.49080518719,10.4979432845,52.5281797411,10202.7777778,138.823130739,1e-06,1e-06,27.4252307692,37.7877097939,273.616679132,1116.15441176,219.46928839,21.1268750605,6.43620277049,30.2468517091,107.36141778
Tonga,7.10760813877,7.69592061043,8.28181523474,6.484476526,5.9030504865,4.89134985417,4.63356320362,3.60543972982,5.6973519467,7.03319101342,8.72844423555,4.8269788579,5.10044295792,3.79453693144,2.71540684891,5.88961232508,9.36355106725,46.3785941822,11.0415474159,24.4467947683,3.77411750049
Australia,0.642455153957,0.628926121503,0.663380090555,0.796903279678,1.07799140624,1.73667299716,1.18563621979,0.52271744,0.929366937588,1.09748633995,0.976694582669,1.02439074969,1.47157187576,1.29259787603,1.20798197219,1.19518001144,1.10518056954,0.889112365677,0.78534314702,1.97458842285,2.53889974083
Tuvalu,37.8375,8.3349106204,99.6130952381,8.96350364964,83.5366666667,1e-06,47.982324949,1.51691809287,333.181233933,120.216021169,518226.0,1e-06,183.2702512,139.241100917,103.221122112,213.728070175,1e-06,169.374497992,210.975071225,9.01399544246,134283.916667
Marshall Islands,0.647243092772,0.806217552184,0.697829528424,0.92821329744,0.843072338246,1.18580292985,1.66719659682,2.09648504943,1.91026408082,3.43789765126,3.45267755641,4.35677596548,4.48835356197,12.7220947052,25.8771960989,207.349723294,1013.11694405,23.3611705742,183.479124676,12.7842815757,4.53324727558
Kiribati,1.45734297149,1.20282772319,1.16222915458,4.68959215083,1.53280809031,687.277746158,13.752427574,7.20714985309,76.6115196078,139.474843801,1e-06,1e-06,23.5997859909,10.4812201022,102.153985507,1487.85512821,718.34318555,306.001023541,69.8639705882,50.1184762349,33.9225523624
Fiji,2.06757551249,1.76934108626,1.92450691418,2.11203117133,2.25977325813,2.12355668184,1.65407848352,4.02989581706,4.39424324048,5.29163444267,12.9047661956,12.9485160231,9.6194898318,11.8114870321,7.8002830577,5.92962562227,6.4737238416,2.9250746132,3.71830906994,6.66793156167,28.3766147668
Papua New Guinea,0.661228890434,0.801571366109,0.984798965874,1.05804844682,1.18398054563,2.21780812413,1.18790511843,2.29115567341,2.68843860686,3.57833156746,8.02153111144,2424.81355932,102.085713938,161.40515419,116.179933261,203.470286069,332.495558959,32.6701936157,41.361578806,10.6411095634,1532.81998445
Vanuatu,0.843000248739,0.5889441877,0.884359595314,1.54328137754,1.37358514914,276.571428571,690.596433176,1.46516349512,418.087669035,154.967384917,1e-06,237.359106529,126.123081919,1.93048886404,130.717356136,750.03696182,144.250451427,20.8066085891,15.9817430503,24.802694763,30.1452246501
