Country,Beta0 (Coeff),Beta1 (Ratio),Beta2 (Price),e0 (Coeff),e1 (Ratio),e2 (Price),t0 (Coeff),t1 (Ratio),t2 (Price),95%% Coeff. Int (Coeff),95%% Coeff. Int (Ratio),95%% Coeff. Int (Price)
Estonia,14.8165471359,-0.872659605782,0.144885576878,0.112173598591,0.0993904793801,0.0750331628702,132.085867994,-8.7801126549,1.93095387873,"[14.5798815302, 15.0532127417]","[-1.08235518747, -0.662964024098]","[-0.0134205589999, 0.303191712755]"
Ethiopia,16.4193470726,-1.15046690283,0.227253208509,0.310688709542,0.1450094343,0.174852042567,52.8482257912,-7.93373830046,1.299688612,"[15.7666143151, 17.0720798302]","[-1.45512041939, -0.845813386268]","[-0.1400973015, 0.594603718518]"
Fiji,15.5819530819,-0.491597398916,0.452840816681,0.289440430391,0.171089011191,0.221172700608,53.8347495573,-2.87334291953,2.04745348515,"[14.9738613023, 16.1900448614]","[-0.851042073371, -0.132152724461]","[-0.0118257847266, 0.917507418089]"
Finland,17.1250886569,-0.347231046581,0.0246551847444,0.154273474393,0.195894460477,0.280338138635,111.004751298,-1.77254142734,0.0879480218582,"[16.8009721144, 17.4492051995]","[-0.758790036159, 0.064327942996]","[-0.564313389434, 0.613623758923]"
France,19.6869020686,-0.320336498373,0.849988661858,0.10591938165,0.0503404530088,0.242823820928,185.866852336,-6.36340118586,3.50043360083,"[19.4643737052, 19.909430432]","[-0.426097865615, -0.214575131131]","[0.339834744575, 1.36014257914]"
French Polynesia,14.7028934552,-0.136066508462,0.588723795196,0.306170596355,0.184997885948,0.210554335655,48.0218990008,-0.735503045152,2.79606588657,"[14.0596529012, 15.3461340091]","[-0.524732644448, 0.252599627525]","[0.14636555075, 1.03108203964]"
Gabon,14.3649291543,-0.629541953518,0.382307382392,0.133198269423,0.111114554196,0.133656463375,107.846214643,-5.66570201425,2.86037332381,"[14.0850899743, 14.6447683342]","[-0.86298496942, -0.396098937617]","[0.101505572667, 0.663109192117]"
"Gambia, The",15.2653719313,-0.742820362973,0.308488929895,0.438429121086,0.151979261859,0.241963762653,34.8183348166,-4.88764291841,1.2749385549,"[14.3442665277, 16.1864773349]","[-1.06211694387, -0.423523782072]","[-0.199858072002, 0.816835931792]"
Georgia,15.3330893485,-0.610834562843,0.123763531753,0.178241884726,0.100469320217,0.0292370324979,86.0240530559,-6.0798118423,4.23310853323,"[14.9570318435, 15.7091468535]","[-0.822806299731, -0.398862825955]","[0.0620787851396, 0.185448278367]"
Germany,20.2918572284,-0.351347575333,0.644538103266,0.146586412349,0.0670795296183,0.204010323388,138.429318948,-5.2377763728,3.15934062826,"[19.9838906039, 20.5998238529]","[-0.492276437557, -0.210418713109]","[0.215928318422, 1.07314788811]"
Ghana,16.7002003524,-1.14833573322,0.260762335301,0.222413549363,0.0526037045569,0.15081375259,75.0862544132,-21.8299403606,1.72903552112,"[16.2329268245, 17.1674738803]","[-1.25885201553, -1.03781945092]","[-0.0560856014865, 0.577610272088]"
Greece,18.105792912,-0.300173540937,0.74805745881,0.0905989425152,0.0299305526578,0.107686668608,199.845521475,-10.0290009466,6.94661157674,"[17.9154515969, 18.2961342272]","[-0.363055298692, -0.237291783181]","[0.521816163292, 0.974298754328]"
Greenland,11.9329301498,-1.07209714904,-0.0289304545151,0.514041731718,0.433874344438,0.0258563869981,23.2139326703,-2.47098535046,-1.11889006446,"[10.8529685461, 13.0128917536]","[-1.98363332197, -0.16056097612]","[-0.0832527078404, 0.0253917988103]"
Grenada,16.7752430325,-0.352671887734,0.0216650019283,0.284204406893,0.174126687888,0.148501655846,59.0252741534,-2.02537527136,0.145890642126,"[16.1781517301, 17.3723343349]","[-0.718498484113, 0.0131547086451]","[-0.290325399852, 0.333655403708]"
Guatemala,17.8483235708,-1.22981892464,0.514780431748,0.135644398447,0.0373725287142,0.0771903525658,131.581722321,-32.9070300284,6.66897370768,"[17.5633452645, 18.1333018771]","[-1.30833569391, -1.15130215536]","[0.352609518749, 0.676951344748]"
Guinea,14.9777626011,-1.13808965308,0.23544852868,0.142849610873,0.104984254032,0.103101613989,104.8498663,-10.8405747468,2.28365512015,"[14.6776467052, 15.2778784971]","[-1.35865338625, -0.917525919902]","[0.0188400754674, 0.452056981893]"
Guinea-Bissau,14.1514079945,-1.10844758672,-0.0386283989714,0.164661139602,0.163659779308,0.0254062195993,85.9426093413,-6.77287719319,-1.52043080713,"[13.8054677771, 14.4973482118]","[-1.45228402417, -0.764611149268]","[-0.0920048856868, 0.014748087744]"
Guyana,17.1838891795,-0.347802964473,0.626659405883,0.245481950369,0.0787840034634,0.20148954061,70.0006218531,-4.41463938342,3.11013367734,"[16.6681507395, 17.6996276195]","[-0.513322013767, -0.182283915178]","[0.203345589138, 1.04997322263]"
Haiti,17.5766247178,-0.997768047514,0.228916376795,0.460983718712,0.109839233775,0.243827123768,38.1285151824,-9.08389482723,0.938847053835,"[16.6081338629, 18.5451155726]","[-1.22853171463, -0.767004380393]","[-0.283345401538, 0.741178155128]"
Honduras,17.7544830428,-0.844560294682,0.410875409687,0.149819983352,0.0696028281011,0.0643692725717,118.505439966,-12.1339939443,6.38309853867,"[17.4397229377, 18.0692431479]","[-0.990790410303, -0.698330179061]","[0.275640586227, 0.546110233147]"
Hong Kong,19.3134691725,-0.0558928094114,0.457643310125,0.145794317489,0.0694126203706,0.112823732972,132.470658014,-0.80522546351,4.05626811018,"[19.0071666776, 19.6197716675]","[-0.201723313419, 0.0899376945962]","[0.220609442862, 0.694677177388]"
Hungary,17.430651438,-0.413033469015,-0.0285823579209,0.148627617186,0.152104841104,0.172931856199,117.27733895,-2.71545248671,-0.165281045084,"[17.1183964013, 17.7429064747]","[-0.732593882117, -0.0934730559129]","[-0.391898706068, 0.334733990226]"
Iceland,16.5753123622,0.122475818803,0.720979928927,0.179482222992,0.140624704383,0.308966833825,92.350719118,0.870940986798,2.33351884408,"[16.1982342041, 16.9523905203]","[-0.172965722037, 0.417917359644]","[0.0718646980409, 1.37009515981]"
India,19.3748219054,-1.02835323286,0.378569876971,0.117023477051,0.0316960941793,0.0730434962333,165.56354668,-32.444162585,5.18280061186,"[19.1289647033, 19.6206791076]","[-1.09494425571, -0.961762210013]","[0.225111185838, 0.532028568103]"
Indonesia,17.6983962398,-0.140136275114,0.751696912043,0.197644413102,0.0876439490452,0.21996473197,89.5466558451,-1.59892698401,3.41735197871,"[17.2831607362, 18.1136317434]","[-0.324269379356, 0.0439968291292]","[0.289568158572, 1.21382566552]"
Iran,17.7793464971,-0.241672215205,0.358583123514,0.148912051438,0.0743983591533,0.181604670257,119.394947054,-3.2483541029,1.97452589191,"[17.4664938861, 18.092199108]","[-0.397977367708, -0.085367062702]","[-0.0229541308388, 0.740120377867]"
Iraq,16.1158744927,-1.09217110926,-0.16902930695,0.182698502763,0.0916919936456,0.0948086470621,88.2102165532,-11.9113028939,-1.78284694685,"[15.7320391815, 16.4997098039]","[-1.28480883963, -0.899533378898]","[-0.368214883168, 0.0301562692682]"
Ireland,18.5824107543,-0.425657218326,-0.0511230367039,0.15648169037,0.0813195134447,0.185344814066,118.751342156,-5.2343797976,-0.275826636756,"[18.2536549221, 18.9111665864]","[-0.596503176423, -0.254811260228]","[-0.440518041619, 0.338271968212]"
Israel,19.215652261,-0.34236022847,0.330114703279,0.133757673378,0.0755873434793,0.215382474894,143.660186184,-4.52933272571,1.53269063995,"[18.934637817, 19.4966667051]","[-0.501163344349, -0.183557112591]","[-0.122387085306, 0.782616491865]"
Italy,19.2743054073,-0.302009642377,0.895209221045,0.164282437214,0.0649170395849,0.181297069446,117.324199313,-4.65223990971,4.93780304216,"[18.9291608142, 19.6194500005]","[-0.438395281629, -0.165624003126]","[0.514318212015, 1.27610023007]"
Jamaica,18.8094607247,-0.687341680499,0.307071093061,0.0990100334328,0.0543206070145,0.0578875814438,189.975299195,-12.6534241474,5.30461085784,"[18.6014483632, 19.0174730861]","[-0.801465041016, -0.573218319983]","[0.185453797349, 0.428688388773]"
Japan,20.2906667012,-0.0784527301768,0.921704423214,0.107471166305,0.0590162668291,0.231445739226,188.80102821,-1.32934077996,3.98237801351,"[20.0648781593, 20.5164552432]","[-0.202441305891, 0.0455358455372]","[0.435454968554, 1.40795387787]"
Jordan,16.2474622379,-0.66798714051,0.847836745897,0.311005560786,0.103399112017,0.20126759131,52.2417097523,-6.46027927592,4.21248518144,"[15.5940638006, 16.9008606752]","[-0.885220613887, -0.450753667133]","[0.424989227328, 1.27068426447]"
Kazakhstan,15.3577572742,-0.620946835168,0.19553611594,0.269631312717,0.186592862745,0.207439342136,56.9583596188,-3.32781664868,0.942618280245,"[14.7888849304, 15.9266296181]","[-1.0146233637, -0.227270306635]","[-0.242122639555, 0.633194871434]"
Kenya,16.9720019434,-0.651729646296,0.011547234572,0.209540411388,0.0717541562612,0.121403438201,80.9963187099,-9.08281387803,0.0951145597122,"[16.5317738748, 17.412230012]","[-0.802479534664, -0.500979757928]","[-0.243511924505, 0.266606393649]"
Kiribati,12.2696386774,-1.08203198701,0.0446870625918,0.220873955556,0.256618299248,0.0293539689018,55.5504094926,-4.21650361718,1.52235163637,"[11.805599716, 12.7336776387]","[-1.62116702783, -0.542896946195]","[-0.0169833376426, 0.106357462826]"
"Korea, South",19.6671269608,-0.147888276519,0.341304923917,0.119281905797,0.0757061575589,0.31416959483,164.879382412,-1.95345109681,1.08637159526,"[19.4165249759, 19.9177289457]","[-0.306941011516, 0.0111644584789]","[-0.318740902235, 1.00135075007]"
Kuwait,16.9515051834,-0.326039347873,0.482889704014,0.186028388615,0.0565630765474,0.140419789913,91.1232167823,-5.7641728098,3.43890063011,"[16.5606740417, 17.3423363252]","[-0.444873962055, -0.207204733691]","[0.187878672499, 0.777900735529]"
Kyrgyzstan,13.372440989,-1.09709292199,0.054496863631,0.190673460116,0.101345830952,0.0164622940116,70.1326811862,-10.8252397921,3.31040519581,"[12.9701551525, 13.7747268254]","[-1.31091393488, -0.883271909101]","[0.0197644592784, 0.0892292679835]"
Laos,14.628590966,-0.870540618392,-0.0448191740243,0.171441065642,0.0597427845733,0.0464674837594,85.3272284047,-14.5714771183,-0.96452767394,"[14.2684066526, 14.9887752794]","[-0.996055551247, -0.745025685536]","[-0.142443734809, 0.0528053867603]"
Latvia,14.971020235,-0.585026118372,0.513490200176,0.128592725917,0.0661999546849,0.100690992346,116.421983656,-8.83725859266,5.09966371582,"[14.6997132987, 15.2423271714]","[-0.724695814018, -0.445356422726]","[0.301050775977, 0.725929624375]"
Lebanon,17.414301691,-0.869398245532,0.0635954999124,0.316111465282,0.0849888264589,0.18269268565,55.0891176169,-10.2295593639,0.348100963572,"[16.7501761464, 18.0784272356]","[-1.04795314421, -0.690843346851]","[-0.320227589961, 0.447418589785]"
Lesotho,12.9736219468,-0.797854078255,0.02726004518,0.185636496523,0.258370263665,0.213470271267,69.8872376378,-3.08802594748,0.127699491916,"[12.5836141397, 13.3636297538]","[-1.34066985973, -0.255038296778]","[-0.421224352661, 0.475744443021]"
Liberia,15.213886421,-0.0481055018969,0.432578767602,0.240041173194,0.208609088597,0.0928222802265,63.3803202116,-0.230601179558,4.66029025085,"[14.7095786297, 15.7181942123]","[-0.486376933925, 0.390165930131]","[0.237566393248, 0.627591141955]"
Libya,14.0487629153,-1.59533482229,0.0235008590037,0.280203501994,0.229034398884,0.0556715781004,50.1377135378,-6.96548129917,0.42213387523,"[13.4600772022, 14.6374486284]","[-2.07651823888, -1.1141514057]","[-0.0934607864424, 0.14046250445]"
Liechtenstein,14.8469039306,0.0721018988591,0.107838653286,0.648455371171,0.421831129483,0.0494946658174,22.8957991415,0.170925979189,2.17879344179,"[13.4845497492, 16.209258112]","[-0.81413241833, 0.958336216049]","[0.00385421899625, 0.211823087576]"
Lithuania,14.6589183676,-0.682881965134,0.727554595118,0.232361634834,0.142611187278,0.157313464009,63.0866553252,-4.78841792268,4.62487174701,"[14.1686781707, 15.1491585644]","[-0.983765269626, -0.381998660643]","[0.39565219815, 1.05945699209]"
Luxembourg,16.085063631,-0.442023496987,0.285842107647,0.0778216214512,0.0427251036737,0.103059169755,206.691448097,-10.3457559837,2.77357277693,"[15.9215664713, 16.2485607907]","[-0.531785608966, -0.352261385007]","[0.0693228264586, 0.502361388835]"
Macau,15.0194653803,-0.522657012869,0.264661209871,0.0971418782665,0.0546547402179,0.0657007894404,154.613701611,-9.56288531947,4.02828051421,"[14.8153778672, 15.2235528933]","[-0.637482361197, -0.407831664542]","[0.126628973274, 0.402693446467]"
Madagascar,13.6320254872,-1.2412355447,0.0716196776454,0.264404812644,0.202626738648,0.0453172338086,51.5574030249,-6.12572433915,1.58040709077,"[13.0765315888, 14.1875193857]","[-1.66693852586, -0.815532563529]","[-0.0235882976658, 0.166827652957]"
Malawi,14.0150158416,-0.600214424812,0.475842866428,0.100583608659,0.118577029648,0.11372771976,139.33697576,-5.06181025611,4.18405352216,"[13.8036975213, 14.2263341619]","[-0.849335519865, -0.351093329758]","[0.236909793398, 0.714775939458]"
