Country,Beta0 (Coeff),Beta1 (Ratio),Beta2 (Price),e0 (Coeff),e1 (Ratio),e2 (Price),t0 (Coeff),t1 (Ratio),t2 (Price),95%% Coeff. Int (Coeff),95%% Coeff. Int (Ratio),95%% Coeff. Int (Price)
Malaysia,17.3381411247,-0.498028755004,0.962224353207,0.202086210242,0.0530003227703,0.273237520432,85.7957655988,-9.3967117363,3.5215674322,"[16.9135737515, 17.7627084978]","[-0.609378301252, -0.386679208756]","[0.388173624312, 1.5362750821]"
Maldives,13.1874881242,-1.22858850283,-0.0454843130062,0.51357747796,0.315194964222,0.187924883625,25.6776994516,-3.89786843791,-0.242034541296,"[12.1085018814, 14.266474367]","[-1.89078855014, -0.566388455523]","[-0.440299842923, 0.349331216911]"
Mali,15.1408521861,-1.010509293,0.196008860079,0.412445128445,0.126202413541,0.232939665134,36.7099794418,-8.00705204162,0.841457636535,"[14.2743371253, 16.0073672468]","[-1.27565072514, -0.745367860859]","[-0.293379216447, 0.685396936605]"
Malta,14.6969113972,-0.253946497277,0.672036438306,0.101317133922,0.0685919728758,0.0848518016179,145.058499271,-3.70227719994,7.92011985004,"[14.4840519975, 14.9097707969]","[-0.398052884875, -0.109840109678]","[0.493769418132, 0.850303458479]"
Marshall Islands,14.4775266768,-0.352989653378,0.2353589177,0.0996914148679,0.159431698814,0.0847566134668,145.223404603,-2.21404937666,2.77687968022,"[14.2680827861, 14.6869705675]","[-0.68794322333, -0.0180360834271]","[0.0572918804116, 0.413425954989]"
Mauritania,13.7547951794,-1.38035006744,0.0440556352829,0.156691676624,0.108714644201,0.0625382789736,87.7825515421,-12.6970021158,0.704458709226,"[13.4255981825, 14.0839921764]","[-1.60875105954, -1.15194907534]","[-0.0873324133714, 0.175443683937]"
Mauritius,14.3513946792,-0.800977414076,0.378807745055,0.204079981058,0.102488582658,0.0852573122943,70.3224030344,-7.81528433026,4.443111504,"[13.9226385491, 14.7801508094]","[-1.01629793625, -0.585656891897]","[0.199688778564, 0.557926711546]"
Mexico,21.2274974631,-0.401185720831,0.82211665796,0.0923642647154,0.0652518470344,0.186793507566,229.823704314,-6.14826612678,4.40120574141,"[21.0334473437, 21.4215475826]","[-0.538274764432, -0.26409667723]","[0.42967806094, 1.21455525498]"
"Micronesia, Federated States of",15.1319920459,-0.586256160669,0.177215895735,0.136187119064,0.170300145685,0.154220485893,111.111771436,-3.44248772254,1.14910736216,"[14.8458735259, 15.418110566]","[-0.944043490196, -0.228468831142]","[-0.146789322134, 0.501221113604]"
Moldova,15.466180046,-0.66904170298,-0.00502139280871,0.200360815953,0.114594428519,0.0252176486401,77.191640354,-5.83834407682,-0.199122165606,"[15.0434556754, 15.8889044167]","[-0.910814813403, -0.427268592558]","[-0.0582259807459, 0.0481831951285]"
Mongolia,13.5432198343,-0.691344894133,0.329792381274,0.275237925854,0.0937505247798,0.164186042899,49.2055002679,-7.37430425864,2.00865052505,"[12.9625185707, 14.1239210979]","[-0.889141211744, -0.493548576523]","[-0.0166098896968, 0.676194652244]"
Morocco,16.4396527259,-1.14708383704,0.27926000028,0.144089864768,0.209367712384,0.18943768142,114.093054028,-5.47880006889,1.47415233436,"[16.1369311533, 16.7423742986]","[-1.5869490785, -0.707218595572]","[-0.118733799867, 0.677253800427]"
Mozambique,13.6758963193,-0.604561326618,0.582767072718,0.155366102284,0.0794868717357,0.112269826312,88.0236816027,-7.60580097588,5.19077201649,"[13.3494842507, 14.0023083879]","[-0.771557047357, -0.437565605878]","[0.346896920165, 0.818637225272]"
Namibia,14.1980642352,-0.914637755657,-0.174506199391,0.128152594984,0.101980957579,0.101732908842,110.79029837,-8.96871119246,-1.71533677134,"[13.9288256239, 14.4673028465]","[-1.12889179712, -0.700383714194]","[-0.388239109794, 0.0392267110122]"
Nepal,15.4930362796,-1.21103400535,0.0425345941074,0.242912527094,0.129387324103,0.117595526848,63.7803099942,-9.35975771775,0.361702483484,"[14.9826959975, 16.0033765616]","[-1.48286668628, -0.939201324413]","[-0.204524440081, 0.289593628296]"
Netherlands,18.9414123447,-0.46276983273,-0.219914037412,0.131168937806,0.0772874168895,0.211654591499,144.404709388,-5.98764781325,-1.03902323051,"[18.6658366322, 19.2169880571]","[-0.625144670307, -0.300394995154]","[-0.66458383361, 0.224755758786]"
New Caledonia,13.4652559491,-0.623147847707,-0.0245938711019,0.212192011747,0.172608567386,0.115817357454,63.4578834434,-3.61017913041,-0.212350477015,"[13.0194570748, 13.9110548233]","[-0.985784991263, -0.260510704151]","[-0.26791711002, 0.218729367816]"
New Zealand,17.7500240053,-0.529049044894,0.714103383556,0.0891619297531,0.0494906235663,0.12430322285,199.07626556,-10.6898844018,5.74485011072,"[17.562701742, 17.9373462687]","[-0.63302498673, -0.425073103059]","[0.452952002996, 0.975254764115]"
Nicaragua,17.267287301,-0.968331190284,0.229017827224,0.129554568969,0.0614536585594,0.0661849753366,133.281963256,-15.757095883,3.46026913298,"[16.9951032516, 17.5394713503]","[-1.097440536, -0.839221844563]","[0.0899683538066, 0.368067300642]"
Niger,13.812694959,-1.36002165171,-0.0257944558423,0.15082746119,0.117691192344,0.0362307505274,91.5794434912,-11.555849037,-0.711949254895,"[13.4958182215, 14.1295716965]","[-1.60728167165, -1.11276163177]","[-0.10191243816, 0.0503235264753]"
Nigeria,17.4026049455,-0.72137642972,0.449859733281,0.175693372144,0.0788099163546,0.132153991015,99.0510042192,-9.15337134066,3.40405711417,"[17.0334868676, 17.7717230233]","[-0.886949919979, -0.555802939461]","[0.172214500851, 0.727504965711]"
Norway,17.6272239676,-0.530774552261,-0.00543435302348,0.0876183067013,0.0537740615817,0.115904740135,201.181974763,-9.87045680853,-0.0468863742512,"[17.4431447359, 17.8113031992]","[-0.643749663432, -0.417799441091]","[-0.248941176142, 0.238072470095]"
Oman,15.2059416203,-0.856503463792,0.230595683391,0.178217537686,0.121568738941,0.17509536592,85.3223639927,-7.04542525693,1.316971938,"[14.8315204675, 15.5803627732]","[-1.11190990684, -0.601097020746]","[-0.137266030015, 0.598457396797]"
Pacific Islands (Palau),14.399887655,-0.456061832869,0.250100281299,0.20198577124,0.210096482832,0.175109382866,71.291594287,-2.17072569098,1.42825174303,"[13.9755312963, 14.8242440136]","[-0.897458164229, -0.0146655015095]","[-0.117790880618, 0.617991443216]"
Pakistan,17.8313266683,-0.621804045269,0.542155913798,0.285486492814,0.0805742054316,0.115821192913,62.459440699,-7.71716012512,4.68097331897,"[17.2315418033, 18.4311115332]","[-0.791084169336, -0.452523921203]","[0.29882461688, 0.785487210716]"
Panama,17.9017777414,-0.33398724117,0.239603567683,0.120590795695,0.0397464986175,0.112308321579,148.450614645,-8.40293491973,2.13344447067,"[17.6484258809, 18.1551296019]","[-0.417491536138, -0.250482946202]","[0.00365253957464, 0.475554595792]"
Papua New Guinea,14.4072119454,-0.576482284285,0.101270640639,0.138243243828,0.190791040322,0.0487543023084,104.216390953,-3.02153750675,2.07716315985,"[14.1167736675, 14.6976502233]","[-0.977319385978, -0.175645182592]","[-0.00115834763727, 0.203699628915]"
Paraguay,16.4727629898,-0.560081045009,-0.00412870065114,0.190737017087,0.0820333608268,0.170805794134,86.3637443923,-6.82747895934,-0.0241719004444,"[16.0720393867, 16.8734865929]","[-0.732426740805, -0.387735349213]","[-0.362978358148, 0.354720956846]"
Peru,17.7538391224,-0.582930521185,0.730780552541,0.358894557163,0.0604808233077,0.29710249279,49.4681202823,-9.6382702699,2.45969175714,"[16.9998296372, 18.5078486077]","[-0.709996015884, -0.455865026486]","[0.106591377227, 1.35496972785]"
Philippines,18.9341430009,-0.760040459616,0.523381214791,0.201652643867,0.0509951666016,0.112689086056,93.8948413365,-14.9041666155,4.64447120044,"[18.510486517, 19.3577994849]","[-0.867177329075, -0.652903590157]","[0.286630230201, 0.76013219938]"
Poland,18.2932035589,-0.348405709214,0.408377153037,0.0939994214529,0.0512403506975,0.0812355311109,194.609746274,-6.79944037212,5.02707555982,"[18.0957181026, 18.4906890152]","[-0.456057691344, -0.240753727084]","[0.237707635275, 0.579046670799]"
Portugal,17.3386280592,-0.441053528621,0.669884430996,0.240471788527,0.0550583167865,0.257589943607,72.1025454393,-8.0106613199,2.60058456326,"[16.8334155786, 17.8438405398]","[-0.556726759856, -0.325380297385]","[0.128708041127, 1.21106082087]"
Qatar,15.6215582011,-1.08488382055,-0.167629251808,0.105635122303,0.0709910930306,0.0954432991646,147.882237086,-15.281970938,-1.75632289826,"[15.3996270444, 15.8434893578]","[-1.23403057256, -0.935737068542]","[-0.368148182616, 0.0328896789999]"
Romania,17.1116206067,-0.506061492459,0.224132807773,0.277615802327,0.107108363229,0.16530202973,61.6377758876,-4.72476170116,1.35589870336,"[16.5283714489, 17.6948697645]","[-0.731087813461, -0.281035171457]","[-0.123153869783, 0.571419485329]"
Russia,18.1629203825,-0.318792634926,0.51512772583,0.0904509477959,0.0345126887231,0.0783818879323,200.804091334,-9.23696897344,6.57202498458,"[17.9720855638, 18.3537552012]","[-0.391608043227, -0.245977226625]","[0.34975639765, 0.680499054009]"
Rwanda,13.5538231417,-0.727367153812,0.311399756589,0.224854561626,0.126145379441,0.107202118745,60.2781773415,-5.7661022309,2.90479106416,"[13.0794214848, 14.0282247986]","[-0.993510640428, -0.461223667196]","[0.0852230564847, 0.537576456694]"
Saudi Arabia,18.1371847963,-0.461804779975,0.510551747959,0.0535963384085,0.0252161159577,0.047366740985,338.403430811,-18.313874379,10.778696979,"[18.0245830677, 18.249786525]","[-0.51478187376, -0.40882768619]","[0.411037917849, 0.610065578068]"
Senegal,15.9974180826,-0.977844367414,0.386458507025,0.323112997893,0.0739673827501,0.169539551812,49.5102895486,-13.2199400744,2.27945929368,"[15.3185828638, 16.6762533014]","[-1.13324407209, -0.822444662736]","[0.0302691259299, 0.74264788812]"
Serbia,17.0147606996,-0.425489897868,0.405865811697,0.174768217124,0.207844356661,0.256993766826,97.3561496456,-2.04715636596,1.57928270677,"[16.6460319926, 17.3834894066]","[-0.864003159316, 0.0130233635797]","[-0.136343640959, 0.948075264352]"
Seychelles,12.8958366924,-0.670061758532,0.0907423568989,0.181481090298,0.0861997345059,0.0484081945644,71.0588451464,-7.77336220781,1.87452471044,"[12.51455907, 13.2771143149]","[-0.851160680618, -0.488962836445]","[-0.0109594859898, 0.192444199788]"
Sierra Leone,15.3516216294,-0.831260854045,0.33669950238,0.258483330163,0.116926098679,0.108760694627,59.3911476603,-7.10928409855,3.0957829346,"[14.8085683041, 15.8946749548]","[-1.07691347184, -0.58560823625]","[0.108201761927, 0.565197242833]"
Singapore,18.387819415,-0.372274195686,0.539287158062,0.0724393415917,0.0415218551909,0.126944170849,253.837472993,-8.96574090859,4.24822309252,"[18.2356300056, 18.5400088243]","[-0.459508376408, -0.285040014964]","[0.272587351645, 0.805986964479]"
Slovakia,16.083198633,-0.688627827028,-0.0302091642394,0.188513625579,0.10932030357,0.0959211806112,85.3158416725,-6.29917594938,-0.314937368858,"[15.6854696491, 16.4809276169]","[-0.919273506474, -0.457982147582]","[-0.232585165337, 0.172166836858]"
Slovenia,15.1191843306,-0.184680542287,0.754547856878,0.125872913096,0.108800719139,0.146244620063,120.114677247,-1.69742023535,5.15949138201,"[14.8536156977, 15.3847529635]","[-0.414229994406, 0.0448689098323]","[0.445998679296, 1.06309703446]"
Solomon Islands,12.7571352181,-0.873831687646,-0.0122618762362,0.121163900585,0.173974343055,0.0203106862638,105.28825134,-5.02276181823,-0.603715506061,"[12.5025793089, 13.0116911273]","[-1.23933821941, -0.508325155886]","[-0.0549330446602, 0.0304092921878]"
Somalia,13.7726173337,-1.18312204141,0.554874783191,0.475525652098,0.702628090977,0.0738301859222,28.9629324369,-1.68385246279,7.51555446136,"[12.7735750105, 14.7716596569]","[-2.65928888384, 0.293044801011]","[0.399763318352, 0.70998624803]"
South Africa,17.8938439325,-0.516590819797,0.489931280419,0.157540644562,0.0927562340123,0.209147067324,113.582396354,-5.56933801051,2.34252044117,"[17.5628633201, 18.2248245449]","[-0.711464436203, -0.321717203391]","[0.0505295970252, 0.929332963813]"
Spain,18.5502624706,-0.466476476588,0.998571422048,0.117132735545,0.0397967344574,0.179975135455,158.369582886,-11.7214762203,5.54838544516,"[18.3041757249, 18.7963492163]","[-0.55008631314, -0.382866640037]","[0.620457693276, 1.37668515082]"
Sri Lanka,16.5214868024,-1.10624884022,0.0454503492624,0.204686296053,0.0787506582758,0.140074776068,80.7161354764,-14.0474868965,0.324472046562,"[16.0914568517, 16.9515167531]","[-1.27169783387, -0.940799846561]","[-0.24883583506, 0.339736533585]"
Sudan,15.0732008118,-0.990145884261,0.182203572375,0.166004315504,0.0875379105295,0.136836001656,90.8000539991,-11.3110523003,1.33154703565,"[14.7244386866, 15.421962937]","[-1.17405620985, -0.806235558673]","[-0.105278199403, 0.469685344153]"
Suriname,15.8522982988,-0.580401913895,0.234136632063,0.370389164426,0.111515470376,0.174383496835,42.7990336147,-5.20467619371,1.34265361294,"[15.0741395398, 16.6304570578]","[-0.814687223435, -0.346116604354]","[-0.132229499892, 0.600502764019]"
Swaziland,13.1616303565,-0.726026686228,0.282425150426,0.144462854783,0.100012163486,0.115160274024,91.1073671937,-7.25938386813,2.45245292112,"[12.8581251609, 13.4651355521]","[-0.936144444788, -0.515908927668]","[0.0404823925701, 0.524367908283]"
Sweden,18.2382907009,-0.397234077608,-0.536600519549,0.189708146445,0.0885959968256,0.295964722561,96.1386795593,-4.48365718363,-1.81305567402,"[17.8397286748, 18.6368527269]","[-0.583367360016, -0.2111007952]","[-1.15839932831, 0.085198289213]"
Switzerland,18.9317939442,-0.253110474614,0.332579304958,0.175947542653,0.0951554124014,0.27853968209,107.599081287,-2.65996928841,1.19401049955,"[18.5621418739, 19.3014460144]","[-0.453024577776, -0.0531963714518]","[-0.252610852226, 0.917769462142]"
Syria,16.3751441137,-0.578049655182,0.392395279516,0.260484628373,0.10225498977,0.201687667987,62.8641475545,-5.65302149539,1.94555910846,"[15.8278862168, 16.9224020106]","[-0.792879416915, -0.363219893449]","[-0.0313347874029, 0.816125346434]"
Tajikistan,12.7143274965,-1.0991814825,-0.0133853586157,0.282927474492,0.154684058976,0.0238280870158,44.9384688403,-7.10597775735,-0.561747093119,"[12.1174027034, 13.3112522896]","[-1.42553631977, -0.772826645232]","[-0.0636582277915, 0.0368875105601]"
Tanzania,15.1846442369,-0.972568515998,0.072302729453,0.191963673758,0.0880921529853,0.0881787251983,79.1016547017,-11.0403535734,0.819956619813,"[14.7813435238, 15.58794495]","[-1.15764326178, -0.787493770219]","[-0.112953897796, 0.257559356702]"
Thailand,18.3538287273,-0.342736714077,0.181692851226,0.112801832753,0.0344653482295,0.107450198319,162.708603924,-9.94438564191,1.69094942651,"[18.1168408707, 18.5908165839]","[-0.415145723797, -0.270327704357]","[-0.044051638651, 0.407437341103]"
Togo,14.8102481026,-1.40646763398,-0.0556176127216,0.156572258503,0.120867981384,0.0379578220876,94.5904992635,-11.6363954943,-1.4652477319,"[14.4813019938, 15.1391942114]","[-1.66040184003, -1.15253342793]","[-0.135364037745, 0.0241288123017]"
Tonga,15.7333870979,-0.542122015715,-0.163770676462,0.316269853223,0.0918985715049,0.157406343132,49.7467176767,-5.89913430468,-1.04043250865,"[15.0689287926, 16.3978454032]","[-0.735193750057, -0.349050281374]","[-0.494469132021, 0.166927779097]"
Trinidad and Tobago,18.101843755,-0.511399577199,0.163187539454,0.158430372623,0.0622025991471,0.161836932628,114.257408193,-8.22151460247,1.00834547964,"[17.7689938933, 18.4346936167]","[-0.642082388708, -0.380716765691]","[-0.176819239229, 0.503194318136]"
Tunisia,14.9810860941,-0.912035038856,0.552087897335,0.105556558651,0.150679838122,0.137447930621,141.924730074,-6.05280076103,4.01670577972,"[14.7593199935, 15.2028521946]","[-1.22860163179, -0.595468445926]","[0.263320510508, 0.840855284161]"
Turkey,17.5538063596,-0.104346932954,1.1024700129,0.12612118579,0.0616370669789,0.144356432379,139.182059301,-1.69292502172,7.6371381221,"[17.2888355807, 17.8187771386]","[-0.233841605465, 0.025147739558]","[0.799188402459, 1.40575162333]"
Turkmenistan,12.8135261891,-1.18261713182,0.0204142236666,0.210086495642,0.104731125596,0.0150083418511,60.9916698833,-11.2919356599,1.36019180994,"[12.3702824279, 13.2567699503]","[-1.40358049209, -0.961653771555]","[-0.0112506097682, 0.0520790571014]"
Turks and Caicos Islands,15.4239860772,-0.729252549614,-0.118653204216,0.165596118653,0.189115018678,0.309508481305,93.1421956179,-3.85613239345,-0.383360106048,"[15.0760815417, 15.7718906126]","[-1.1265684605, -0.331936638732]","[-0.768906394231, 0.531599985799]"
Tuvalu,11.8934396343,-0.97894991436,0.0498029958357,0.332877007831,0.4118031996,0.0437773409965,35.7292313813,-2.37722755751,1.13764323511,"[11.1940909919, 12.5927882768]","[-1.84411633264, -0.113783496079]","[-0.042169784727, 0.141775776398]"
Uganda,14.7390804487,-0.988290582289,0.345147160691,0.30213765936,0.0987492064132,0.17625885936,48.7826657554,-10.0080863248,1.958183333,"[14.104312781, 15.3738481164]","[-1.1957549665, -0.780826198079]","[-0.0251589617256, 0.715453283108]"
Ukraine,17.0611252296,-0.505118066915,0.34540139124,0.149056296093,0.0712830114447,0.0857556407627,114.460949834,-7.0860932595,4.02773961185,"[16.7466439341, 17.375606525]","[-0.655512074896, -0.354724058935]","[0.164472804471, 0.526329978008]"
United Arab Emirates,17.5536541605,-0.663458999434,0.734316717782,0.0775745528919,0.0772523204282,0.151257935968,226.281087111,-8.58820804031,4.8547318399,"[17.3906760726, 17.7166322485]","[-0.825760102082, -0.501157896787]","[0.416535586345, 1.05209784922]"
United Kingdom,20.9840010864,-0.31278321758,0.758499510542,0.155096427422,0.0807387835636,0.462977847211,135.296482551,-3.87401449185,1.63830627126,"[20.6581555837, 21.3098465892]","[-0.482409107471, -0.143157327689]","[-0.214180852808, 1.73117987389]"
Uruguay,16.9314181355,-0.516196000692,0.0949123428937,0.30346187614,0.0663009162984,0.291483978458,55.794218209,-7.78565409819,0.325617700829,"[16.2938683915, 17.5689678794]","[-0.655489057032, -0.376902944353]","[-0.517472771825, 0.707297457613]"
Uzbekistan,14.9682716794,-1.1951622397,0.0963590753999,0.136501129432,0.122249955487,0.0871456124962,109.656760656,-9.77638179862,1.10572491993,"[14.6802794701, 15.2562638886]","[-1.45308710018, -0.937237379228]","[-0.0875020953844, 0.280220246184]"
Vanuatu,13.0067179329,-0.0810568005557,0.185029101625,0.30873239859,0.276227239881,0.0647531102253,42.1294233852,-0.293442459153,2.85745504705,"[12.3580952322, 13.6553406336]","[-0.661388696938, 0.499275095826]","[0.048987865179, 0.321070338072]"
Venezuela,18.5782685164,-0.198155848611,0.630472219447,0.144373421066,0.0771968088975,0.184223077888,128.682055043,-2.56689170758,3.42233028932,"[18.274951214, 18.8815858187]","[-0.36034032586, -0.0359713713618]","[0.243433894792, 1.0175105441]"
Vietnam,16.3209420449,-0.777677358741,0.778738894079,0.662476838986,0.129449717027,0.22779969691,24.6362455024,-6.00756321915,3.41852471554,"[14.9291298527, 17.7127542371]","[-1.04964112235, -0.505713595136]","[0.300149490081, 1.25732829808]"
Yemen,16.1696270115,-0.575151176439,0.35007157625,0.263307030098,0.0562540255986,0.126366136363,61.4097808385,-10.2241780978,2.77029579542,"[15.6164394687, 16.7228145544]","[-0.693336498671, -0.456965854207]","[0.0845861752245, 0.615556977275]"
Zambia,14.615610418,-0.741764575782,0.390806687076,0.200704454603,0.104025510043,0.152712590808,72.8215546931,-7.1306026327,2.55909931859,"[14.1939460058, 15.0372748303]","[-0.960314062579, -0.523215088985]","[0.0699694392265, 0.711643934926]"
Zimbabwe,15.4667332788,-0.732611459023,0.543269625727,0.117690206894,0.144927001516,0.175715414658,131.419033809,-5.05503771804,3.09175849362,"[15.2194753292, 15.7139912283]","[-1.03709179073, -0.428131127313]","[0.174105238263, 0.912434013192]"
