Country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Turkmenistan,1.67476288843,1.4772973584,0.862209227178,0.627914760971,0.963075494106,0.732150539792,0.672206746915,0.599799036762,0.327102324149,0.165972766555,0.0591577711346,0.249028923122,0.225976380816,0.092291174455,0.075721960895,0.0751955581117,0.0674718054402,0.0795949827372,0.0643513143938,0.0699397442559
Cambodia,2.32222946541,2.17186803972,1.64155014253,1.4482799897,2.18710421242,1.63771741133,0.952177578379,0.634518848888,0.727909853122,0.567578130459,0.334995791964,0.169832505739,0.144521259208,0.129024347617,0.0806203465435,0.0668856247307,0.046240162956,0.0390550266197,0.0321720857154,0.0299832820494
Bahrain,1.30233159156,1.27477386578,1.25379458552,1.20648363293,1.05999796123,1.0252613896,0.982131514339,1.0248744114,0.803982607204,0.64409611207,0.58111565183,0.781866267459,0.196096654836,0.203849218476,0.120867133818,0.0850615497701,0.0916111112556,0.138546394287,0.0810436352509,0.061842840713,0.0658906115359
Saudi Arabia,1.16673888015,1.22002025234,1.0715924728,1.02120778495,0.885933421131,0.903578951666,0.830647599493,0.713664120213,0.609726981359,0.429675536745,0.225549561531,0.194860809195,0.14699551415,0.123080868009,0.127031495031,0.106703234521,0.0961455920524,0.0950721716418,0.0981982498437,0.0581605116674,0.0574846845368
Kuwait,1.13428994478,1.10758459977,1.0437881311,0.981707615422,0.867769221565,0.848005810653,0.943970953584,0.750964989573,0.476311839174,0.358231712641,0.367188305454,0.669505458902,0.0835461247072,0.0561643229796,0.0947544833275,0.0887538039057,0.0630804949308,0.0831600969311,0.0830310322173,0.0696585784307,0.0587248541991
Maldives,2.14886603555,2.11712962963,1.83385086294,1.70427527791,1.6157036866,1.28590930373,0.595977367973,0.535573066126,0.455995741246,0.442474711711,0.207846261356,0.141087799465,0.138583004838,0.109198243009,0.175761001671,0.190502439175,0.145870299194,0.165002371711,0.315970176564,0.382087416827,0.434654902002
Pakistan,1.55098173311,1.49424528194,1.39018546101,1.37494376458,1.09957080703,0.957917047896,0.863242720686,0.639248811488,0.573603877364,0.386203598944,0.249575659111,0.178013351126,0.168585243824,0.143146152638,0.0925002763874,0.0624019329,0.0685195409198,0.0853730972049,0.0433353115872,0.038773570111,0.0399248327023
Oman,1.18569426767,1.17662601834,1.07406731736,1.05360603085,0.842775649896,0.498360734174,0.879657855066,0.60979503807,0.414015333228,0.419105571356,0.248500072507,0.137718543757,0.149771195286,0.117134023201,0.128924865468,0.115133003704,0.108175025663,0.140719250989,0.170522346733,0.138879582614,0.160363864701
Yemen,1.2299513823,1.13939537671,1.05526481691,1.08895287734,1.24303695976,0.866618650079,0.753111138831,0.828175025283,0.828911314026,0.630435253166,0.505997636566,0.1760668581,0.146532505261,0.108243139476,0.111856942474,0.112445165701,0.0902033580045,0.0944435388917,0.111155318995,0.0754319093661,0.0866976820835
United Arab Emirates,1.10660914911,1.10595273199,0.997060286451,0.93667610938,0.757313770487,0.755087259817,0.687920465096,0.491402983041,0.51952467763,0.217141238211,0.256654496884,0.241122253621,0.177423563429,0.147098270681,0.152474794317,0.132718962864,0.117316248869,0.126646010024,0.139019730592,0.0969761584041,0.127044966023
