Country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
New Zealand,25187758.0,29274310.0,35528422.0,46565468.0,71537657.0,128411451.0,86443224.0,114713065.0,98582249.0,120668192.0,109909282.0,165702867.0,268171630.0,258900320.0,236175905.0,178516748.0,253597845.0,191012480.0,128507839.0,133422347.0,103251499.0
Solomon Islands,153830.0,133878.0,141621.0,207493.0,220016.0,135988.0,336879.0,413817.0,183650.0,634977.0,555512.0,986044.0,1426112.0,711467.0,731651.0,455391.0,585983.0,436608.0,559409.0,1647667.0,369538.0
Tonga,3107560.0,3641017.0,3985342.0,3949967.0,3780833.0,3065722.0,3316547.0,3868882.0,4923549.0,6816414.0,12962019.0,10324232.0,19839499.0,18366773.0,20390267.0,18257916.0,21915410.0,8852004.0,6651119.0,4239172.0,3150588.0
Australia,133756281.0,149172222.0,185914567.0,240040608.0,335810812.0,456986500.0,560971065.0,466306398.0,584182070.0,595517331.0,578648929.0,617529753.0,1028598674.0,890278134.0,895199089.0,1044960415.0,1068538531.0,1031890795.0,685446905.0,694686639.0,574575049.0
Tuvalu,15135.0,15853.0,16735.0,39296.0,75183.0,633519.0,282328.0,278133.0,259215.0,999476.0,1036452.0,89605.0,3895959.0,758864.0,62552.0,48730.0,89862.0,168697.0,296209.0,474677.0,1611407.0
Marshall Islands,1081639.0,1310347.0,1489044.0,1679873.0,1810540.0,2125815.0,2830413.0,2744257.0,2956531.0,5550417.0,4349186.0,5279210.0,6246693.0,5875216.0,7429343.0,12364264.0,61968311.0,6395027.0,6372230.0,5083644.0,2732170.0
Kiribati,71369.0,92050.0,96121.0,243765.0,247665.0,2415094.0,342738.0,161887.0,187545.0,848286.0,526692.0,590278.0,1389461.0,1152494.0,1184169.0,1160527.0,874942.0,597926.0,532084.0,430217.0,139286.0
Fiji,4044248.0,4162658.0,4892978.0,5629674.0,6334967.0,6434003.0,6554898.0,12225503.0,19772249.0,23756306.0,42535245.0,44359829.0,65982274.0,57861215.0,49046339.0,47273205.0,46425702.0,29514114.0,16456760.0,17515536.0,14981150.0
Papua New Guinea,1210033.0,1312618.0,1479495.0,1587024.0,1869600.0,2940543.0,2075294.0,2322572.0,2492645.0,1810235.0,3502393.0,6580944.0,8397775.0,5192081.0,6684761.0,4594766.0,4342392.0,6388395.0,20630411.0,4980848.0,3942413.0
Vanuatu,74560.0,99402.0,143880.0,158816.0,149023.0,2404512.0,16070179.0,3239497.0,3648233.0,1582217.0,129489.0,138143.0,3106916.0,773516.0,1131228.0,1846591.0,798859.0,611423.0,850868.0,878065.0,736689.0
