,Price,Quantity
1992,0.101300519211,17.0916387367
1993,0.100707164383,17.2934785923
1994,-0.00294404299414,17.4615817233
1995,-0.0654177241843,17.81398735
1996,-0.277977619365,17.9924564595
1997,-0.280921960494,18.0165278945
1998,-0.37408205079,18.0934274223
1999,-0.710490748419,18.5489621055
2000,-0.654840966915,18.4975378352
2001,-1.52720726983,18.7560222558
2002,-1.36002446866,18.7946488554
2003,-1.42245119768,19.2424126821
2004,-1.72921539138,19.5459058784
2005,-1.91665440752,19.848024952
2006,-1.88075597976,19.6367838567
2007,-2.0195214476,19.6849012068
2008,-2.14288200889,19.8399295603
2009,-2.06635940699,19.5970448197
2010,-1.97313940922,18.8400950546
2011,-2.33329012034,19.3844641586
2012,-2.06321419202,19.2067930751
