,Price,Quantity
1992,0.26670690032,16.2900885503
1993,0.267477179308,16.4668462702
1994,0.214018438488,16.8082345111
1995,0.128737584241,16.9678238414
1996,-0.0733854398595,17.2027494381
1997,-0.198859750213,17.2363719625
1998,-0.238130732174,17.1956383601
1999,-0.464105327113,17.5594379365
2000,-0.766378403046,17.9867298304
2001,-1.02248271338,17.4480031358
2002,-1.56436145325,17.6555929731
2003,-1.74814642551,18.4171575548
2004,-1.48221284136,18.5234897102
2005,-1.72108000866,18.3831365175
2006,-1.6398343699,17.9861011527
2007,-1.90395410075,18.1831394153
2008,-2.09963520677,18.1242234819
2009,-2.23975318051,18.3946036221
2010,-2.48909576213,18.4732211813
2011,-2.76947135883,18.4866157489
2012,-2.84632872706,18.9661675578
