,Price,Quantity
1992,-0.252109926275,20.570239631
1993,-0.296962990676,20.6627834041
1994,-0.397283385848,20.7911630822
1995,-0.481882655544,20.9192923068
1996,-0.735244528129,21.1006768402
1997,-0.890735758409,21.3414182217
1998,-1.03458881569,21.3413548334
1999,-1.0533373765,21.4080727122
2000,-1.01269129337,21.3705482593
2001,-1.18821747524,21.555281255
2002,-1.81066807919,21.6757924838
2003,-1.96553279282,21.9206927676
2004,-2.4961990277,22.3423873243
2005,-2.74484221192,22.344372201
2006,-2.63337909327,22.0951388241
2007,-2.78433567637,22.1057837086
2008,-2.84059670888,22.146054442
2009,-2.74569374627,21.937335834
2010,-2.82574159262,21.4566362755
2011,-3.33682069223,21.6452463743
2012,-3.41524493128,21.5987974298
