,Price,Quantity
1992,0.107603781674,17.3552966433
1993,-0.105062844508,17.5797362084
1994,-0.246711496246,17.9854143305
1995,-0.258052591157,18.3200676968
1996,-0.591810573491,18.6093073156
1997,-0.469438892272,18.7575663023
1998,-0.596850500127,18.8793132981
1999,-0.803655180582,19.1498082105
2000,-0.682610668898,18.8004441277
2001,-1.28047970853,18.8734699389
2002,-0.974689143805,18.3433929863
2003,-1.59105439649,19.4419847732
2004,-1.95840669845,19.6195498938
2005,-2.31897300813,19.6742775447
2006,-2.21723524147,19.6992729416
2007,-2.36431491902,19.7110618014
2008,-2.32714780768,19.5268875313
2009,-2.12006632955,19.1173990255
2010,-2.22603828353,19.2999674046
2011,-2.64202910237,19.2479665203
2012,-2.4199740157,18.9260624183
