,Price,Quantity
1992,0.0289535955533,18.3007510897
1993,-0.0422248893573,18.4172456106
1994,-0.0809629785577,18.5915404304
1995,-0.102433221618,18.7523830296
1996,-0.272633797151,18.9222579527
1997,-0.272045213171,19.0569781054
1998,-0.362362736182,19.1503727674
1999,-0.543483072509,19.4458756983
2000,-0.875377185144,19.0682257785
2001,-1.32157006987,19.1128795199
2002,-1.75728730835,19.0282629228
2003,-2.21210784395,19.892882407
2004,-2.91306751302,20.9220518747
2005,-3.02089303186,20.8691806265
2006,-3.02002959773,21.0237266385
2007,-3.05769283506,20.8705077665
2008,-3.29838972303,21.1747206169
2009,-3.36978481895,21.0931288987
2010,-3.47469065901,20.6661789055
2011,-3.6484324732,20.7569111566
2012,-3.52938750667,20.7096601702
