,Price,Quantity
1992,0.177019557003,14.3211660395
1993,0.105763821914,14.5963297306
1994,0.0246064035129,15.0035353663
1995,-1.42170542092,16.5628953119
1996,-0.171377585015,15.3895158852
1997,-0.318312596486,15.607573981
1998,-0.337013560098,15.688321303
1999,-0.458389667753,15.741529613
2000,-0.840587586766,15.5647151084
2001,-1.58676770242,16.7999696776
2002,-1.75975315513,16.5456364872
2003,-2.07056801337,16.8290497923
2004,-2.54103343217,17.7274193369
2005,-2.52112083127,17.8160435286
2006,-2.23751292064,17.6344527866
2007,-2.19749380039,17.0353265008
2008,-2.41188475474,17.6660517843
2009,-2.36959791214,17.2449698819
2010,-2.46480031725,16.8094550845
2011,-2.53650425613,16.7665473552
2012,-2.53646348565,17.1104744134
