,Price,Quantity
1992,0.187768639449,18.7433121437
1993,0.120822548,18.9715150242
1994,-0.113761786215,19.3690671894
1995,-0.309633438119,19.7739984454
1996,-0.731037894565,20.3141342907
1997,-0.966547506379,20.5409344625
1998,-1.23887148874,20.3509575321
1999,-0.814683562409,19.2826785629
2000,-1.0262615255,19.1282950196
2001,-1.87149734997,19.6502282351
2002,-1.28455990554,19.1673149981
2003,-1.26944577051,19.4547700634
2004,-1.9854573605,19.6897242622
2005,-2.30500366533,19.7564190757
2006,-2.398060561,19.2785525978
2007,-2.85874031279,19.5095610737
2008,-3.00389432836,19.6857481472
2009,-3.05060665593,19.6085719335
2010,-3.09872396288,19.1309140616
2011,-3.39389772657,19.1955452339
2012,-3.33275634036,19.0622788079
