,Price,Quantity
1993,0.557672864668,14.37585351
1994,0.415787642913,14.7905893085
1995,0.350907989806,15.4783100744
1996,0.156117583245,15.6678099395
1997,0.032612326139,15.7733358673
1998,-0.642175129398,16.5373971926
1999,-0.352875845815,16.8012636042
2000,-0.449455600432,16.5985699583
2001,-1.08723116144,16.7131966673
2002,-1.74236694634,17.0842980893
2003,-1.77372772686,17.1841631912
2004,-1.85744417826,17.6025891512
2005,-2.08022470221,17.6234941969
2006,-1.72157425013,17.7615042307
2007,-1.81557636032,18.4007430321
2008,-1.86069346601,18.4064953148
2009,-1.66826297822,17.6824065656
2010,-1.5758548389,16.7651774268
2011,-1.7558680881,17.2048273777
2012,-1.51478602109,17.3098302126
