,Price,Quantity
1992,0.266278691724,17.046285309
1993,0.200181338275,17.2547230866
1994,0.213542246751,17.5180266836
1995,0.178536614301,18.2582800428
1996,0.182054503108,18.4070699864
1997,0.462453787348,18.0436575573
1998,0.154508736872,17.7901437703
1999,-0.0151499045198,17.9937968782
2000,-0.0665611576728,17.9783693527
2001,-0.510471365344,17.9006749444
2002,-1.17092040008,18.2843481402
2003,-1.35419570094,18.6902110249
2004,-1.37063878315,18.6538019683
2005,-1.51633939181,18.7829881667
2006,-1.41076894855,18.656470806
2007,-1.68439279247,18.8485347334
2008,-1.66175787949,19.2262128745
2009,-1.642160486,18.5556136365
2010,-1.92106214373,18.3623351881
2011,-2.14159917549,18.5421925081
2012,-2.01466673042,18.5572335251
