,Price,Quantity
1992,0.0916497032832,16.5349105063
1993,0.0746425856883,16.5531729579
1994,0.0592320560036,16.5611179098
1995,0.106308766104,16.5966335098
1996,0.0711973118742,16.6399349212
1997,0.0411795453932,16.6330857911
1998,-0.0145021827005,16.652161985
1999,0.0719553702407,16.8170073348
2000,-0.0781178571007,17.0105065968
2001,-0.742560844676,17.0817654185
2002,-0.933928754695,17.3369576786
2003,-1.15927633781,17.5347957614
2004,-1.45571537235,17.4828207592
2005,-1.62053532917,17.6232536859
2006,-1.47737336594,17.8416015646
2007,-1.86548074127,17.9148794769
2008,-1.70861772858,17.9040447225
2009,-1.0102912872,17.7469829715
2010,-1.63234119271,17.6063202536
2011,-2.08053971172,17.5484654843
2012,-1.97789886374,17.5201411835
