,Price,Quantity
1992,0.764940277677,11.897030734
1993,0.75006122298,11.8675182427
1994,0.606418052608,11.9711284902
1995,0.533139963428,12.4655789839
1996,0.479770581036,12.5326640846
1997,0.251466097457,12.7785933768
1998,-0.517552585837,13.1283534013
1999,-0.624417953723,13.5552309192
2000,-0.785271808883,12.3585018445
2001,-0.815371964843,13.6564726216
2002,-1.57095660067,13.8862019861
2003,-1.95837289116,14.9001324356
2004,-1.97628581996,14.9359655484
2005,-2.21459030546,15.1641134361
2006,-1.73863015184,15.7752421775
2007,-1.65809028043,14.3566707995
2008,-1.92503741379,14.7385631767
2009,-1.80179543118,15.76100019
2010,-1.15210744781,16.3750995744
2011,-0.962105856695,16.3129937077
2012,-0.833202891476,16.670919339
