,Price,Quantity
1992,0.115436105588,18.7115299034
1993,0.0576988502523,18.8206120488
1994,-0.0860425239312,19.040797809
1995,-0.166909990261,19.296318667
1996,-0.557982023282,19.6320584998
1997,-1.35100473413,19.9401644079
1998,-1.10245382896,20.1451798846
1999,-0.750419245146,19.9603534825
2000,-0.848150193066,20.1857232559
2001,-1.13492808365,20.2049410496
2002,-1.44639741189,20.1762065114
2003,-1.52154195406,20.2412378083
2004,-2.29108688668,20.7514632022
2005,-2.49959037922,20.607044482
2006,-2.69848293811,20.6125566973
2007,-2.94266010538,20.7672448413
2008,-2.86966973702,20.7895576929
2009,-2.79139287994,20.7546586796
2010,-2.81375698149,20.3455815996
2011,-3.26444607009,20.3589714227
2012,-2.91461534165,20.1691412803
