,Price,Quantity
1992,0.391506129056,15.8717902991
1993,0.191522178376,15.9770253981
1994,0.200952696536,16.206025481
1995,-0.0499372076338,16.612883474
1996,0.0231086245661,16.7816072023
1997,0.187164599901,16.9354446891
1998,0.192578219197,16.9500561067
1999,-0.236367154048,17.4931864357
2000,-0.774148608909,17.9336355445
2001,-1.22462790409,17.4192650638
2002,-1.55727896285,17.6333722354
2003,-1.84706294235,18.3236380282
2004,-1.99399506341,18.5475945096
2005,-1.9504410045,18.4652554929
2006,-1.94056153593,18.7878744977
2007,-2.08549872736,18.8919054337
2008,-1.9230841654,18.712691529
2009,-1.91816962892,18.8753072108
2010,-1.58057790327,18.3244974331
2011,-1.76996115032,18.5765006384
2012,-1.83570197547,18.4185053194
