,Price,Quantity
1992,0.333350724153,13.9613919988
1993,0.146850142608,13.9980087658
1994,0.188226796389,14.3236971024
1995,0.000875722797676,14.8515915541
1996,-0.178163534118,15.0131757108
1997,-0.0861110499039,15.115824011
1998,-0.158258018375,15.3380864641
1999,-0.278105221791,15.2580479558
2000,-0.268768880374,14.8499895767
2001,-0.693011292281,15.4561174319
2002,-1.5088904988,15.9629473737
2003,-2.06074678034,16.9999111218
2004,-2.16597695634,17.4916136914
2005,-1.72952019822,17.3931683534
2006,-2.25435963466,16.8411013947
2007,-2.2614671624,17.7867752247
2008,-1.72893209776,17.4026709693
2009,-1.50257236478,17.690302468
2010,-1.54909192425,17.2246549781
2011,-1.43261605043,17.2374035341
2012,-1.44737867472,16.7986831884
