,Price,Quantity
1992,0.115516257082,17.178500441
1993,0.0972599696676,17.1874827471
1994,-0.0122956071445,17.3789982597
1995,0.00550782253178,17.523370635
1996,-0.208485685917,17.6922053048
1997,-0.344649340068,17.992999643
1998,-0.378049369937,17.879039509
1999,-0.534506048467,17.8603971581
2000,-0.39223125785,17.5124295085
2001,-1.48085181245,17.333422108
2002,-1.26561309438,17.6279655941
2003,-1.65208860027,18.5431263241
2004,-1.83121691535,18.7197430972
2005,-2.04918166828,18.3024720652
2006,-1.99357874474,18.0340278316
2007,-2.31328887151,18.1155317559
2008,-2.56176600008,18.1789777772
2009,-2.44785238941,18.1680852612
2010,-2.34937376237,18.1257924355
2011,-2.64654401351,18.0372879208
2012,-2.49271077328,18.0043960496
