,Price,Quantity
1992,0.0144507053972,16.7753255082
1993,0.0112062233391,16.9382431241
1994,-0.032633377942,17.1085164205
1995,-0.0239292027493,17.2428944926
1996,-0.143426572794,17.349050309
1997,-0.161569458872,17.5126511696
1998,-0.272463565135,17.7928226403
1999,-0.440364298239,17.7768590128
2000,-0.744714944113,17.7230822309
2001,-1.24561794606,17.802198953
2002,-1.50432446982,17.8193166941
2003,-1.57212606613,18.1745663335
2004,-2.23010894745,18.9316182155
2005,-2.47194259175,19.101603353
2006,-2.54606071902,19.1368372871
2007,-2.67871183415,19.3345675968
2008,-2.65632673789,19.8452555181
2009,-2.44783214876,19.4799450692
2010,-2.51073049278,19.0221496399
2011,-2.5126028481,19.0258679214
2012,-2.54642731075,18.9804552621
