,Price,Quantity
1992,0.0811636323048,20.1489280611
1993,0.0481581593316,20.1657317276
1994,-0.0485148706092,20.2192437929
1995,-0.129503426267,20.3114285249
1996,-0.427233590918,20.477120523
1997,-0.680817946113,20.7181375176
1998,-0.922716636358,20.8660058032
1999,-0.99126515184,21.1057166331
2000,-1.11475439513,20.9474930489
2001,-0.957880145034,20.6031826888
2002,-1.255186395,20.7790577478
2003,-1.17198702332,21.1299882863
2004,-1.87266006062,21.4241098899
2005,-2.06710028321,21.2127438546
2006,-2.48026822739,21.1878793789
2007,-2.59625474261,21.083865767
2008,-2.69524617074,21.1079083518
2009,-2.62919903064,21.0720077452
2010,-2.88286874256,20.8388944878
2011,-3.31658850824,20.7931599727
2012,-3.38655658981,20.7183864571
