,Ratio,Price,Quantity
1992,-0.00550395275622,-0.239682769681,15.6924172232
1993,-0.0699760252465,-0.166806531992,15.8890185308
1994,-0.140865746471,-0.0741627039354,16.0923638086
1995,-0.246384552295,-0.0473099808487,16.1724355298
1996,-0.589689289851,0.000973249360732,16.2592936921
1997,-0.637047441392,0.131824041706,16.4576128185
1998,-0.755302385571,0.328551161665,16.7679882974
1999,-0.832999280755,0.506032606916,16.9237570334
2000,-0.952058630106,0.0855840192802,16.5649843006
2001,-1.40425049513,0.520771416917,16.8715936747
2002,-1.86541257976,0.385422961936,17.086546975
2003,-1.82181308913,0.477154893932,17.2700963727
2004,-2.18336991327,0.712645705205,17.1805411
2005,-2.36023845952,0.921975789515,17.4238155464
2006,-2.27104485313,0.453455916117,16.9296757004
2007,-2.62374272386,-0.387174278299,17.3205396473
2008,-2.72417710443,0.76767389574,17.5441987735
2009,-2.59221982078,-0.0875057722513,17.4069483924
2010,-3.0017467881,-0.774284692703,17.2296212692
2011,-3.15070037556,0.409014959868,17.2224038869
2012,-2.98127902244,1.00365429477,17.5685806446
