,Ratio,Price,Quantity
1992,1.27480602062,0.426032160988,11.3356511494
1993,0.847679824302,-0.169704918577,11.1498299532
1994,0.841824182558,-0.125965884624,11.3050768475
1995,0.689677249782,1.26438696719,11.4824662575
1996,0.694065601784,2.96175713056,11.9446948943
1997,-0.324074315927,13.9031394942,14.5962866748
1998,-0.0131656034111,5.22669918329,12.8811424098
1999,-0.936977592005,-0.670561868628,12.248068351
2000,-0.128278683216,-1.46475229652,11.6298903883
2001,-0.449189432587,3.89076418726,14.327406209
2002,-1.41235105922,1.49819643511,14.5103028845
2003,-1.42431329979,3.89776992666,15.2200190305
2004,-1.65267364313,3.10167728629,15.6899395894
2005,-1.80630909063,3.50604982404,15.5646544112
2006,-1.75381774846,2.88299360755,15.9842314029
2007,-1.81707144636,4.39524002822,16.0498386515
2008,-1.86781828388,3.71453764022,16.1138305684
2009,-1.94568444762,2.48257973958,15.6252985326
2010,-1.87150926478,2.27398616447,15.5509675411
2011,-1.84077598834,3.17842333385,14.989436544
2012,-1.7106704493,6.0404734803,14.4983412056
