,Ratio,Price,Quantity
1992,0.298121935441,-0.413655220049,14.0061581899
1993,0.238875404868,-0.221181270211,14.0875341742
1994,0.168871659691,-0.0153177541994,14.2072113713
1995,0.176252121773,0.056426123332,14.2773711223
1996,-0.0787511533428,0.168882105275,14.4412350622
1997,-0.228503159654,0.796519376677,14.8941048161
1998,0.0596759292658,0.17219135111,14.5456133884
1999,-0.558459872097,0.829056351144,14.6581857503
2000,-0.736611761196,0.988960581545,14.7288549536
2001,-0.89922260877,1.27489664917,14.4089672291
2002,-1.44502108394,2.08212931531,15.0689570071
2003,-2.05439610254,7.79350991766,15.6996887581
2004,-1.03004307149,4.62581279313,15.9434773478
2005,-0.463233675425,5.08391768959,15.4626451382
2006,-0.431608244365,4.75514013812,15.7153410162
2007,-0.600745439748,5.31551997982,15.3404283876
2008,-0.743650148639,5.80662650349,15.2839359063
2009,-1.18512767602,3.486463152,15.6699936211
2010,-1.88339763578,3.72235240176,16.8422768073
2011,-0.927977359157,2.36472476075,15.4211107156
2012,-0.974665190066,7.334864445,15.1873035304
