,Ratio,Price,Quantity
1992,-0.0431655363245,0.833666448616,16.0006045227
1993,-0.0215759259663,0.904733124024,16.0604506482
1994,-0.0680571225236,0.888692221774,16.1359928366
1995,-0.0538350590687,0.897597245192,16.2354467711
1996,-0.160487764975,1.16999898977,16.5827777082
1997,-0.278398065131,1.402820257,16.7765705864
1998,-0.275532822911,2.71446383868,18.0671048074
1999,-0.480732772153,2.55814213049,18.1513183043
2000,-0.359480360287,1.70402797076,17.7932085822
2001,-0.931980676193,0.637776635223,17.4309651642
2002,-1.21945630869,0.698077794204,17.3614636821
2003,-1.3990728244,1.01298969582,17.6839776685
2004,-1.74540494102,1.63421237512,17.6064784629
2005,-1.79199810243,2.29681206419,17.71333151
2006,-1.8254609599,1.07043513317,17.7560242614
2007,-1.95727429397,0.158007482272,17.7258137454
2008,-2.12929312774,0.708217706978,17.7881418086
2009,-2.19120988893,2.45954030919,17.5003891945
2010,-2.03916349424,2.60579845008,16.6933128163
2011,-2.14909393665,3.99668463106,16.8689185921
2012,-2.40083079315,3.6158445183,17.3791139644
