,Ratio,Price,Quantity
1992,0.396432565431,1.56484048565,16.3477006024
1993,0.363839480289,1.52934683128,16.4700999243
1994,0.265066324178,1.4263265505,16.5923716407
1995,0.21510763829,1.28597648189,16.9741417763
1996,-0.132288973994,1.56111368845,17.4546325114
1997,-0.231675569557,1.56910422053,17.7341252504
1998,-0.446130051521,1.15376345877,17.745963818
1999,-0.564766833894,1.56634992213,17.8400019502
2000,-0.73785075342,0.662286847723,17.6715825968
2001,-1.49089470354,1.42983205243,18.5370575113
2002,-1.66406814575,1.57543533568,18.5822257894
2003,-1.91324321787,1.9602342648,19.6690695397
2004,-2.25648888735,1.67760704172,19.7388108054
2005,-2.37841629218,1.97061626396,19.8123319341
2006,-2.11656807904,2.1086298089,19.5310637715
2007,-2.08841465665,1.42130781383,19.3591225942
2008,-2.08368407004,1.65239418813,19.8115008733
2009,-2.07201532458,1.73710830875,19.7493667865
2010,-1.97311999595,0.967640320186,19.1986456781
2011,-1.94704382764,1.11237816899,19.1174916798
2012,-1.82408853735,1.00641063905,19.1758328074
