,Ratio,Price,Quantity
1993,0.559911375906,-13.815510558,13.2401037455
1994,0.419718204852,-13.815510558,13.64151663
1995,0.976393005308,1.56820014364,14.2939293056
1996,0.509813988604,1.58310759983,15.1012008513
1997,0.17016763799,2.11903663365,15.7801434798
1998,-0.101080044748,1.38451944959,15.5490418649
1999,-0.21481371655,1.89037997625,16.0930097135
2000,-0.376199539067,0.976675403906,15.3918902182
2001,-1.45263483527,1.13540527686,16.1348638752
2002,-1.96611912524,2.02056040882,16.2506134175
2003,-2.22636137189,2.01922874797,17.2494160494
2004,-2.56096936888,2.20863756438,17.8215774873
2005,-1.40234489025,2.06797873038,17.0219541418
2006,-2.44024548427,2.44621471585,17.4564383388
2007,-2.76490854124,2.62213499324,17.5643236187
2008,-2.69967411664,3.20447328904,18.1285444863
2009,-2.7338231915,3.06949238894,17.8581245723
2010,-2.72220988881,1.84432751431,16.7141521926
2011,-3.10841135953,1.5335134842,16.3655119023
2012,-2.81576965679,1.47545435324,16.4001233928
