,Ratio,Price,Quantity
1992,0.122118279351,1.26539346626,14.273404915
1993,0.0828755844052,1.11399829727,14.5634702083
1994,0.0563197458478,1.30826361396,15.0225406839
1995,-0.17172083344,1.57934882492,15.4959979988
1996,-0.09136574109,1.61330256455,15.586348354
1997,-0.099095897947,1.39148789602,15.5481084908
1998,-0.466854196526,1.89208680175,16.2807181151
1999,-0.487671385339,2.39699851681,16.6802388708
2000,-0.920508677148,1.46890402856,16.6135648866
2001,-2.13829514476,2.79977091978,17.7366547585
2002,-1.64588273072,3.07019277107,17.1174830808
2003,-1.92158313016,1.760159691,16.9554745954
2004,-2.301483369,2.39446912416,17.6897894316
2005,-2.29808836346,1.76513133736,17.5372692664
2006,-2.39881033884,2.39957356707,18.0006870147
2007,-2.30666319241,2.23537967902,17.6114088769
2008,-2.27245315705,2.17419437915,18.0110983163
2009,-2.29429468151,2.32462400854,18.3292602136
2010,-2.32508602088,2.59113878583,17.8646837328
2011,-2.45845867435,2.83748616636,17.6379967675
2012,-2.64044842839,1.11485679133,17.9251214446
