,Ratio,Price,Quantity
1993,0.548375342197,0.648777893334,14.526498639
1994,0.498409914388,0.433308102524,15.1117913126
1995,0.454515902144,0.481443847108,15.2540737874
1996,0.176102374317,0.748688003639,15.3437922096
1997,0.210068589167,0.469238413144,15.1677790493
1998,-0.130383129835,1.00801694463,15.4906725385
1999,-0.287998036238,1.55267016878,15.529505043
2000,-0.383256352065,1.88149473537,16.1417782903
2001,-0.996694048377,1.61110753823,16.4937693011
2002,-1.41316951945,1.51362596931,16.3613974526
2003,-1.91626567087,1.68186410719,17.0034212329
2004,-2.03398458435,1.81670795238,17.3019173079
2005,-1.93128968834,1.68089812753,17.1123772269
2006,-1.73391119394,1.50794216224,16.8553004817
2007,-2.23453759214,2.42455490079,17.5753217561
2008,-2.39661017531,1.51689533903,16.7828691797
2009,-2.16672249116,1.41342047,16.9313436679
2010,-1.02313507577,2.20161024456,16.8680278562
2011,-0.953780630879,2.74908723364,16.8920566726
2012,-0.881353851474,2.15255940036,16.7004695823
