,Ratio,Price,Quantity
1993,0.842527700707,0.653643102848,14.38922478
1994,0.775587645031,1.30942901558,14.92055644
1995,0.495641004268,1.63561218085,15.4076722929
1996,0.370376638323,3.27011696904,15.5526042101
1997,0.782578391412,1.19737450575,15.218428233
1998,0.493303449992,0.225476220387,15.1050718024
1999,-0.0490037296745,1.76812194899,15.7841737395
2000,-0.45488828559,1.66837185932,15.9825415283
2001,-0.317578066583,5.13772463774,16.7070871453
2002,-0.566376864285,1.5407571012,16.32569794
2003,-1.09363730854,1.63539269999,16.4920078953
2004,-1.77294258798,2.42893357276,17.5361398588
2005,-1.9343286597,2.91931642319,17.88793945
2006,-2.04775415121,2.26799336892,17.9679164124
2007,-2.51800422282,2.99630946404,18.6304534628
2008,-2.70477121191,3.30749033717,18.8024043259
2009,-3.07390653049,3.63317737218,18.9390548779
2010,-3.24278368832,3.26902253636,18.42506934
2011,-3.43665610566,3.46756282269,18.8877375167
2012,-3.50711531767,1.31125760639,18.2518324379
