,Ratio,Price,Quantity
1992,1.03617019675,-0.201237936562,12.8137272951
1993,0.841869832684,0.047171687951,13.7130214714
1994,0.726737736372,0.437036248335,14.0401082515
1995,0.817697518544,0.469597803043,14.1412403001
1996,0.698225887401,0.161953379363,14.3783371856
1997,-0.97196593705,3.05965845995,17.084272061
1998,0.239501296057,0.938365185171,15.0232232601
1999,0.0387311040378,0.968367313675,14.8013680233
2000,-0.298180600199,0.587958052263,14.7791382081
2001,-0.429195214004,0.453248722379,14.7368560928
2002,-0.26771022316,1.011157375,15.0802941315
2003,-0.899183399012,1.03935041333,15.4379041816
2004,-1.10949179262,1.97461706662,15.7527787584
2005,-1.28071317623,1.52184160815,15.2743548567
2006,-1.18687906769,1.18338647848,15.2093119209
2007,-1.75694783563,1.65940045367,15.7146426173
2008,-1.37863312975,1.27354561155,15.3869360669
2009,-1.41968864603,1.3902849247,15.2102156991
2010,-1.99667363256,4.12412357722,16.0787817895
2011,-1.74602106213,3.5707058728,15.1366221905
2012,-1.62792988237,3.17574582878,15.2781565153
