Country,Beta0 (Coeff),Beta1 (Ratio),Beta2 (Price),e0 (Coeff),e1 (Ratio),e2 (Price),t0 (Coeff),t1 (Ratio),t2 (Price),95%% Coeff. Int (Coeff),95%% Coeff. Int (Ratio),95%% Coeff. Int (Price)
Brazil,20.0410147666,-0.727124691825,-0.530231323071,0.337792169567,0.0918494755106,0.302126845076,59.3294237468,-7.91648169772,-1.75499573015,"[19.3313397526, 20.7506897807]","[-0.920093279309, -0.53415610434]","[-1.16497627084, 0.104513624698]"
Canada,21.6530513307,-0.380439437581,-0.346477012975,0.192729323667,0.0805024864302,0.360947411901,112.34954245,-4.7258097787,-0.959909952393,"[21.2481420469, 22.0579606146]","[-0.549568885617, -0.211309989546]","[-1.10479938601, 0.411845360057]"
China,18.1810595126,-0.537962482909,0.732446640046,0.308450035993,0.0462900346279,0.193027665051,58.9432886725,-11.6215614707,3.79451639667,"[17.5330300336, 18.8290889915]","[-0.635214236902, -0.440710728915]","[0.326910564164, 1.13798271593]"
Germany,19.969971119,-0.320666982195,0.526337316052,0.235649147585,0.0689911081608,0.216755462732,84.7445081965,-4.64794653606,2.42825398455,"[19.4748906311, 20.465051607]","[-0.465611921911, -0.175722042479]","[0.0709509870559, 0.981723645049]"
Mexico,20.6862653512,-0.39705807376,0.82376028413,0.174866001147,0.0663402527841,0.184952078232,118.297812128,-5.98517577333,4.45391201874,"[20.3188855153, 21.0536451871]","[-0.536433772989, -0.257682374531]","[0.435190386584, 1.21233018168]"
Poland,17.992647433,-0.337597334539,0.408015851164,0.140364689184,0.0504009512377,0.0812888750551,128.184998218,-6.69823339141,5.01933199207,"[17.6977521638, 18.2875427021]","[-0.443485803844, -0.231708865235]","[0.237234261934, 0.578797440394]"
Vietnam,15.8223660454,-0.78512795337,0.784216824324,0.799560633936,0.134312124038,0.233080474893,19.7888257298,-5.84554789073,3.36457536688,"[14.142551487, 17.5021806037]","[-1.06730725503, -0.502948651707]","[0.294532917472, 1.27390073118]"
