,Population,Quantity
2005,13.8795036179,19.5539576904
2006,13.9268730258,19.619243813
2007,13.9115777239,20.0052403539
2008,13.9448171637,20.1753420786
2009,13.957343398,19.8999673551
2010,14.0310589389,19.3800846037
2011,14.0460800685,19.5475915524
2012,14.045811633,19.5108908462
