,Population,Quantity
2005,13.3443654775,21.4108913913
2006,13.3617550108,21.356457801
2007,13.3566288502,21.2662768506
2008,13.3714350704,21.2792132377
2009,13.3416723862,21.2150523447
2010,13.3123488248,20.9640138995
2011,13.318403733,20.9356240705
2012,13.2919896895,20.866977579
