,Population,Quantity
2005,12.7023225578,20.8754055043
2006,12.7441875077,21.0170206574
2007,12.733321664,21.0022205927
2008,12.7147920528,21.1056520838
2009,12.7914926231,21.0016748797
2010,12.735562013,20.7760776302
2011,12.7064266326,21.0496955018
2012,12.6932621234,20.8693704066
