,Population,Quantity
2005,13.0397249705,20.3297279632
2006,13.1217671997,20.3079822025
2007,13.0914442704,20.5017725607
2008,13.0785556801,20.3513787282
2009,13.001715492,20.6153288617
2010,13.0721284701,20.5473848789
2011,13.0424929882,20.6690163436
2012,12.9952388455,20.656281476
