,Population,Quantity
2005,14.3815967959,21.0712095679
2006,14.4606962559,20.7883829913
2007,14.4731352186,20.9627474814
2008,14.4644147951,21.1749445177
2009,14.5038366357,21.3146820454
2010,14.588635521,20.9641135227
2011,14.6180317394,20.9370060398
2012,14.6450370096,20.9925843827
